galaxy,cluster,sftype,agntype,right_ascension,declination,distance,redshift,modified_redshift,itot_151,itot_610,itot_1400,itot_4860,itot_18000,m_hi,cos_va,itot_24mic,itot_70mic,itot_100mic,itot_160mic,itot_250mic,itot_350mic,itot_450mic,itot_500mic,itot_850mic,itot_1200mic,K_mag,RQQ_IR_class,SD_flag,dlog_L
47155,1165,0,1,0.43006,0.41192,460.657,0.109676,0.109942894,-1.5684,-1.9928,-2.2454,-2.6238,-3.0218,0,0,-1.20151,0.0178958,0.0696286,-0.19206,-0.61193,-0.991421,-1.29895,-1.43215,-2.12597,-2.58278,13.4363,1,0,0
119717,0,0,1,0.39847,-0.21575,631.209,0.152779,0.152613415,-2.2355,-2.66,-2.9125,-3.2909,-3.6889,0,0,-2.5322,-2.43416,-2.19014,-1.91862,-2.06407,-2.36936,-2.67124,-2.81127,-3.60748,-4.17237,16.7249,3,0,0
146171,0,0,1,0.17567,-0.23013,683.235,0.165904,0.165717432,-1.7939,-2.2184,-2.4709,-2.8493,-3.2473,0,0,-2.22545,-1.63586,-1.38569,-1.25055,-1.45432,-1.7805,-2.09277,-2.23703,-3.04284,-3.60314,15.3574,-1,0,0
798026,0,0,1,-0.15691,-0.38227,1288,0.325664,0.326122805,-1.6046,-2.0291,-2.2816,-2.66,-3.058,0,0,-1.51296,-1.10446,-1.05394,-1.24605,-1.61558,-1.97621,-2.27024,-2.39903,-3.0815,-3.53998,16.2639,-1,0,0
1232939,0,0,1,-0.03676,-0.43646,1528.236,0.393296,0.392149137,-2.2,-2.6245,-2.877,-3.2554,-3.6534,0,0,-2.53807,-2.19955,-2.20748,-2.06405,-2.15305,-2.41419,-2.68775,-2.81822,-3.5803,-4.13685,17.4541,-1,0,0
1469,0,0,1,-0.12984,-0.98964,118.813,0.027919,0.0284560242,-2.2045,-2.6289,-2.8815,-3.2598,-3.6579,0,0,-1.18672,-0.19817,0.0702813,0.113817,-0.171218,-0.540076,-0.873715,-1.02487,-1.85654,-2.40711,12.0143,3,0,0
72320,0,0,1,0.2454,-1.03822,535.749,0.128925,0.129404536,-2.1311,-2.5556,-2.8081,-3.1865,-3.5845,0,0,-2.01632,-1.13581,-0.951854,-0.974597,-1.26296,-1.61527,-1.93172,-2.07467,-2.85795,-3.38981,14.6322,3,0,0
367090,0,0,1,-0.22152,-0.58305,962.467,0.237947,0.238382315,-1.8195,-2.244,-2.4965,-2.8749,-3.2729,0,0,-1.91739,-1.93304,-1.76856,-1.60727,-1.77116,-2.07517,-2.37505,-2.5154,-3.30681,-3.86838,14.8409,1,0,0
475555,0,0,1,-0.25158,-0.82909,1059.226,0.263578,0.263918173,-2.0581,-2.4825,-2.7351,-3.1134,-3.5115,0,0,-2.7313,-2.55734,-2.55867,-2.28841,-2.36547,-2.63339,-2.91494,-3.049,-3.82167,-4.38239,17.6621,-1,0,0
1424269,0,0,1,0.39128,-0.58352,1607.637,0.41624,0.416210732,-2.3191,-2.7436,-2.9961,-3.3745,-3.7725,0,0,-2.46237,-2.55812,-2.84186,-2.76631,-2.76934,-2.99191,-3.24645,-3.37081,-4.11169,-4.66158,17.2653,-1,0,0
4708,0,0,1,0.04574,-2.4895,174.361,0.041096,0.0408992482,-1.2567,-1.6811,-1.9337,-2.312,-2.7101,0,0,-1.09711,-0.31802,-0.0539088,-0.0013797,-0.27911,-0.644578,-0.97591,-1.12586,-1.95566,-2.50713,12.1739,1,0,0
75289,0,0,1,-0.27745,-1.92269,536.801,0.129186,0.129713399,-2.1195,-2.544,-2.7965,-3.1749,-3.5729,0,0,-1.79005,-1.12307,-0.933502,-0.953755,-1.24155,-1.5936,-1.90995,-2.0529,-2.8361,-3.36794,14.4218,3,0,0
944426,0,0,1,-0.33878,-2.46533,1374.474,0.349708,0.3493196,-1.9466,-2.371,-2.6236,-3.002,-3.4,0,0,-1.96923,-2.23671,-2.49695,-2.40373,-2.45258,-2.7005,-2.96893,-3.09859,-3.85631,-4.41302,15.7487,1,0,0
2816537,0,0,1,-0.32667,-2.49724,2109.395,0.568843,0.567427419,-2.11,-2.5345,-2.787,-3.1654,-3.5634,0,0,-1.61776,-1.20591,-1.07822,-1.06092,-1.17828,-1.38733,-1.59383,-1.60901,-1.44288,-1.93693,14.2584,1,0,0
1163,0,0,1,0.39325,-2.9964,104.093,0.02444,0.0251790582,-1.8305,-2.2549,-2.5075,-2.8858,-3.2839,0,0,-1.32283,-0.371995,-0.0177078,0.132548,-0.106402,-0.457499,-0.78318,-0.931974,-1.75591,-2.30528,11.8336,2,0,0
1170,0,0,1,0.24632,-3.13801,100.595,0.023614,0.0245426582,-2.0353,-2.4597,-2.7123,-3.0907,-3.4887,0,0,-1.54148,-0.560834,-0.205779,-0.0561852,-0.295674,-0.647026,-0.972873,-1.12175,-1.94582,-2.49514,12.3152,2,0,0
88635,0,0,1,0.30697,-3.29232,571.441,0.137809,0.138009523,-1.4915,-1.916,-2.1685,-2.5469,-2.9449,0,0,-1.32337,-1.59152,-1.79229,-1.72224,-1.89077,-2.20442,-2.50898,-2.64983,-3.44837,-3.99902,15.0721,-1,0,0
5560597,0,0,1,0.23877,-2.50157,2796.469,0.803219,0.80468075,-1.8877,-2.3122,-2.5647,-2.9431,-3.3411,0,0,-1.82236,-1.29626,-1.108,-1.07886,-1.20918,-1.4165,-1.62193,-1.7197,-1.68702,-1.77386,14.4772,1,0,0
18008192,0,0,1,-0.10092,-2.78714,4794.701,1.748671,1.74976556,-1.9085,-2.333,-2.5855,-2.9639,-3.3619,0,0,-2.15947,-1.79475,-1.76541,-1.95153,-2.10097,-2.30625,-2.51016,-2.60786,-3.19608,-3.61996,18.3088,-1,0,0
19248,0,0,1,-0.25544,-3.61613,316.736,0.075249,0.0752508734,-1.7999,-2.2243,-2.4769,-2.8552,-3.2533,0,0,-1.95576,-1.1347,-0.812514,-0.668312,-0.898855,-1.24351,-1.56549,-1.71288,-2.53109,-3.08674,13.7274,3,0,0
729861,0,0,1,0.1442,-4.21563,1249.493,0.315061,0.315912525,-2.0723,-2.4967,-2.7493,-3.1276,-3.5257,0,0,-1.96547,-1.601,-1.42682,-1.4709,-1.75553,-2.08485,-2.37428,-2.50419,-3.21208,-3.70243,15.7271,1,0,0
3507153,0,0,1,-0.14702,-4.74013,2317.278,0.636357,0.637274938,-2.2307,-2.6552,-2.9077,-3.2861,-3.6841,0,0,-2.736,-2.35105,-2.23035,-2.14142,-2.19853,-2.39802,-2.6139,-2.7007,-2.63131,-2.92728,16.6436,1,0,0
38500,0,0,1,-0.0406,1.37658,417.227,0.099699,0.100715112,-1.5652,-1.9897,-2.2422,-2.6206,-3.0186,0,0,-1.94868,-1.76108,-1.49503,-1.29324,-1.48281,-1.809,-2.12234,-2.26595,-3.07589,-3.62995,14.8784,1,0,0
61961,81,0,1,-0.45238,1.20362,504.137,0.118429,0.118219603,-2.1455,-2.57,-2.8225,-3.2009,-3.5989,0,0,-2.25775,-2.23871,-2.06125,-1.80758,-1.96828,-2.28254,-2.58992,-2.73265,-3.53383,-4.0832,16.0661,-1,0,0
297735,0,0,1,-0.12266,1.4936,887.6,0.218357,0.218464284,-0.8231,-1.2475,-1.5001,-1.8785,-2.2765,0,0,-0.110569,-0.0186703,-0.0489499,-0.319435,-0.733152,-1.10849,-1.41224,-1.54546,-2.23677,-2.69551,13.0364,-1,0,0
102366,0,0,1,0.43893,1.61158,596.709,0.144123,0.144412639,-1.9062,-2.3306,-2.5832,-2.9615,-3.3596,0,0,-1.48529,-0.433394,-0.373192,-0.622383,-1.03396,-1.41078,-1.71545,-1.84743,-2.53982,-2.99732,14.8004,-1,0,0
4661756,0,0,1,-0.15608,2.31357,2599.171,0.73249,0.732623411,-2.1758,-2.6003,-2.8528,-3.2312,-3.6292,0,0,-1.84746,-1.44773,-1.33707,-1.28824,-1.34736,-1.52011,-1.70631,-1.79784,-1.63491,-1.77813,14.9197,1,0,0
5405924,0,0,1,-0.0239,3.32839,2768.018,0.792834,0.79336817,-2.1401,-2.5645,-2.8171,-3.1954,-3.5935,0,0,-2.38309,-1.98319,-1.87643,-1.80935,-1.82997,-1.97996,-2.16012,-2.2496,-2.15738,-2.24707,16.2316,1,0,0
9582,0,0,1,-0.14614,4.44292,242.495,0.057371,0.0558605808,-1.7681,-2.1926,-2.4451,-2.8235,-3.2215,0,0,-1.2926,-1.31379,-0.986385,-0.789499,-0.999861,-1.33727,-1.65643,-1.80308,-2.61787,-3.16256,13.19,1,0,0
205791,0,0,1,0.21395,3.71619,773.409,0.188869,0.188652255,-1.465,-1.8894,-2.142,-2.5203,-2.9184,0,0,-1.33359,-1.50741,-1.86629,-2.05401,-2.24836,-2.55689,-2.85141,-2.99489,-3.78572,-4.3397,16.6577,2,0,0
670196,1116,0,1,-0.49535,3.89714,1206.441,0.303553,0.303155487,-2.1212,-2.5456,-2.7982,-3.1765,-3.5746,0,0,-2.63419,-2.56041,-2.32646,-2.02915,-2.11576,-2.38606,-2.66887,-2.80324,-3.57621,-4.13708,16.2827,1,0,0
2278541,0,0,1,0.11408,3.58059,1939.896,0.51574,0.51644875,-2.1716,-2.596,-2.8486,-3.227,-3.625,0,0,-2.26858,-1.85677,-1.73091,-1.67582,-1.77941,-1.99737,-2.2184,-2.2098,-2.11365,-2.98873,15.7691,1,0,0
22858,0,0,1,0.05312,4.93668,339.814,0.080838,0.0796579122,-2.1656,-2.5901,-2.8426,-3.221,-3.619,0,0,-2.42212,-1.55518,-1.20292,-1.00241,-1.20303,-1.53507,-1.85097,-1.99628,-2.80906,-3.36249,14.6142,3,0,0
355151,0,0,1,-0.32501,4.50027,950.272,0.234742,0.234811313,-2.01,-2.4345,-2.687,-3.0654,-3.4634,0,0,-2.42591,-1.71911,-1.52406,-1.49248,-1.73181,-2.05743,-2.35979,-2.49856,-3.26511,-3.80604,15.8769,3,0,0
382576,0,0,1,0.23279,4.92552,979.14,0.242338,0.24312568,-2.2259,-2.6504,-2.9029,-3.2813,-3.6793,0,0,-1.9188,-1.47395,-1.31155,-1.39044,-1.70061,-2.04195,-2.33855,-2.4713,-3.18662,-3.67603,15.6669,1,0,0
550540,0,0,1,0.12223,4.65663,1118.728,0.279522,0.279452849,-2.0271,-2.4516,-2.7041,-3.0825,-3.4805,0,0,-1.09919,-0.49724,-0.417193,-0.618481,-0.999044,-1.36013,-1.65689,-1.78628,-2.46887,-2.9267,15.0375,2,0,0
923591,0,0,1,0.00695,4.86925,1366.426,0.347457,0.347600371,-2.1824,-2.6069,-2.8594,-3.2378,-3.6358,0,0,-1.73169,-1.64776,-1.63267,-1.71782,-1.99937,-2.32856,-2.61601,-2.74516,-3.45084,-3.94111,15.1717,1,0,0
9320,0,0,1,-1.19609,-0.21893,236.748,0.055993,0.0553772667,-2.1062,-2.5307,-2.7832,-3.1616,-3.5596,0,0,-2.52534,-2.21824,-1.8458,-1.61514,-1.8176,-2.15306,-2.47152,-2.61769,-3.43231,-3.97793,15.903,1,0,0
59343,0,0,1,-1.33183,0.03091,499.38,0.119908,0.119716647,-1.7446,-2.169,-2.4216,-2.8,-3.198,0,0,-1.97546,-2.00038,-1.89824,-1.66443,-1.82604,-2.1403,-2.44754,-2.59005,-3.39102,-3.9405,15.9503,3,0,0
146169,0,0,1,-1.33115,-0.06587,679.935,0.165069,0.164417781,-2.3205,-2.7449,-2.9975,-3.3758,-3.7739,0,0,-2.9848,-2.85487,-2.63128,-2.31851,-2.44443,-2.74212,-3.04104,-3.18094,-3.97312,-4.52547,17.457,1,0,0
285259,1060,0,1,-1.14858,0.23361,875.542,0.211409,0.211177053,-2.017,-2.4415,-2.6941,-3.0724,-3.4705,0,0,-1.98538,-1.52225,-1.45096,-1.47254,-1.73029,-2.0642,-2.36973,-2.50946,-3.28152,-3.82111,15.9054,-1,0,0
75282,0,0,1,-1.43648,-2.16669,539.604,0.129883,0.129611151,-2.2762,-2.7006,-2.9532,-3.3315,-3.7296,0,0,-2.83031,-2.65506,-2.31725,-2.01522,-2.16458,-2.47408,-2.77878,-2.92045,-3.71937,-4.26917,16.7531,-1,0,0
3373,0,0,1,-1.24451,-3.23713,162.408,0.038253,0.0382884803,-1.4437,-1.8682,-2.1207,-2.4991,-2.8972,0,0,-1.13412,-0.271001,-0.003063,0.0480934,-0.2311,-0.597258,-0.929057,-1.07925,-1.90944,-2.46073,12.1141,1,0,0
474392,0,0,1,-0.68904,-3.1847,1065.855,0.265348,0.265406676,-2.0005,-2.425,-2.6775,-3.0559,-3.4539,0,0,-1.90415,-0.850931,-0.725166,-0.916223,-1.29693,-1.65965,-1.95705,-2.0867,-2.77191,-3.22992,15.5063,3,0,0
858095,0,0,1,-1.03696,-2.99975,1327.619,0.336639,0.334799176,-2.3042,-2.7286,-2.9812,-3.3595,-3.7576,0,0,-1.92204,-2.07407,-2.29655,-2.23103,-2.32318,-2.5916,-2.86946,-3.00138,-3.76924,-4.32758,15.9303,1,0,0
5658698,0,0,1,-0.89316,-3.08612,2819.726,0.811756,0.811001512,-2.1856,-2.6101,-2.8626,-3.241,-3.639,0,0,-1.77814,-1.44346,-1.37664,-1.34066,-1.34824,-1.49715,-1.67564,-1.76627,-1.64884,-1.71741,14.3521,1,0,0
2028,1141,0,1,-1.42179,-4.35773,139.56,0.033665,0.0347161044,-2.2235,-2.648,-2.9005,-3.2789,-3.6769,0,0,-2.2756,-1.80846,-1.41428,-1.20374,-1.42215,-1.76553,-2.08695,-2.23398,-3.05286,-3.59613,15.0522,2,0,0
2331,1141,0,1,-1.43061,-4.40125,139.647,0.032416,0.0334671044,-1.4298,-1.8542,-2.1068,-2.4851,-2.8832,0,0,-0.827657,-0.182542,0.0723811,0.116949,-0.165863,-0.533577,-0.866447,-1.01718,-1.84817,-2.39907,11.9745,2,0,0
2348,1141,0,1,-1.31658,-4.43072,139.104,0.033501,0.0345521044,-2.2262,-2.6507,-2.9032,-3.2816,-3.6796,0,0,-1.71827,-0.782844,-0.427761,-0.268903,-0.501879,-0.850254,-1.17416,-1.32206,-2.14452,-2.6945,12.8035,1,0,0
13435,0,0,1,-0.84194,-4.42433,274.592,0.065081,0.0651587961,-1.8792,-2.3036,-2.5562,-2.9345,-3.3326,0,0,-1.66409,-1.23994,-0.935304,-0.757199,-0.969185,-1.30664,-1.62576,-1.77265,-2.58819,-3.14107,13.9859,2,0,0
154026,0,0,1,-1.41858,-4.06302,696.463,0.169256,0.169541208,-1.8394,-2.2639,-2.5164,-2.8948,-3.2928,0,0,-1.67995,-0.303856,-0.227268,-0.465639,-0.870609,-1.24256,-1.54536,-1.67738,-2.36504,-2.82385,14.859,3,0,0
290317,0,0,1,-1.3522,-3.53579,886.803,0.21815,0.218308264,-2.2187,-2.6431,-2.8957,-3.274,-3.6721,0,0,-2.42936,-2.00714,-1.75666,-1.58803,-1.76149,-2.07155,-2.37547,-2.51587,-3.31259,-3.87314,16.0563,2,0,0
332,0,0,1,-0.59826,0.79805,47.437,0.011105,0.0117736997,-2.0831,-2.5076,-2.7601,-3.1385,-3.5365,0,0,-1.90337,-1.59063,-1.20078,-1.01512,-1.24964,-1.60027,-1.9264,-2.07578,-2.89859,-3.44027,14.4311,2,0,0
332572,0,0,1,-1.47356,1.13637,928.498,0.229033,0.229187303,-2.2741,-2.6985,-2.9511,-3.3294,-3.7275,0,0,-2.63215,-2.11212,-1.87062,-1.69794,-1.86515,-2.17167,-2.4733,-2.61433,-3.40736,-3.96902,16.4876,2,0,0
51132,0,0,1,-1.31383,2.49935,465.536,0.111558,0.112086358,-2.2914,-2.7158,-2.9684,-3.3467,-3.7448,0,0,-2.38039,-2.62701,-2.36012,-2.08727,-2.25074,-2.56686,-2.87555,-3.0189,-3.82159,-4.37058,16.2957,2,0,0
55099,0,0,1,-1.25486,2.01351,485.155,0.116394,0.11659449,-1.7001,-2.1246,-2.3771,-2.7555,-3.1535,0,0,-1.7791,-0.805385,-0.662399,-0.800935,-1.1549,-1.51811,-1.82678,-1.96357,-2.6919,-3.1723,14.6589,-1,0,0
267652,0,0,1,-0.57975,3.42749,852.222,0.209172,0.211279387,-1.9707,-2.3952,-2.6477,-3.0261,-3.4241,0,0,-2.16163,-1.65736,-1.44779,-1.42312,-1.67364,-2.00614,-2.31163,-2.45037,-3.2219,-3.76127,15.4432,2,0,0
910424,0,0,1,-0.78516,3.3622,1354.493,0.344123,0.343442938,-1.6873,-2.1117,-2.3643,-2.7426,-3.1407,0,0,-1.52685,-1.11251,-1.00944,-0.959412,-1.08032,-1.31372,-1.41499,-1.36686,-1.31565,-2.53891,14.089,1,0,0
1344643,0,0,1,-1.29498,2.55697,1576.697,0.407263,0.405614724,-2.3225,-2.747,-2.9996,-3.3779,-3.776,0,0,-2.71235,-1.98435,-1.75747,-1.74972,-2.00195,-2.31428,-2.59546,-2.72197,-3.42034,-3.90737,17.6148,3,0,0
34912,0,0,1,-1.01465,4.18758,407.102,0.097222,0.0980421896,-2.1762,-2.6006,-2.8532,-3.2315,-3.6296,0,0,-1.94793,-1.47232,-1.19502,-1.04097,-1.25883,-1.5971,-1.91564,-2.06104,-2.87597,-3.43241,14.5773,3,0,0
279980,27,0,1,-0.71636,4.01391,870.489,0.218277,0.218359184,-1.9727,-2.3971,-2.6497,-3.028,-3.4261,0,0,-1.27426,-1.46986,-1.80318,-1.95098,-2.12501,-2.42074,-2.7123,-2.85452,-3.64035,-4.20366,15.2433,-1,0,0
586647,0,0,1,-1.29196,4.09582,1149.946,0.287938,0.287444505,-2.2016,-2.6261,-2.8786,-3.257,-3.655,0,0,-2.55887,-2.32048,-2.11306,-1.91359,-2.04793,-2.33655,-2.62834,-2.76607,-3.54794,-4.11021,16.4787,1,0,0
648930,0,0,1,-0.8244,4.44565,1193.736,0.299822,0.299620837,-1.7726,-2.1971,-2.4496,-2.828,-3.226,0,0,-1.23862,-1.60918,-1.97789,-2.12608,-2.25129,-2.5269,-2.80514,-2.94001,-3.70832,-4.26713,14.005,1,0,0
755723,0,0,1,-0.93476,3.60418,1264.637,0.319223,0.319724655,-1.9452,-2.3696,-2.6222,-3.0006,-3.3986,0,0,-2.04938,-1.30078,-1.1054,-1.22652,-1.56991,-1.91619,-2.20528,-2.33226,-3.0086,-3.46578,15.4153,-1,0,0
250188,0,0,1,-1.0317,4.8033,838.577,0.205641,0.205975505,-2.2145,-2.6389,-2.8915,-3.2698,-3.6679,0,0,-2.08003,-1.04065,-0.89601,-1.07524,-1.45026,-1.81066,-2.10705,-2.23631,-2.92058,-3.37858,15.6671,2,0,0
274207,0,0,1,-1.16079,4.87324,864.274,0.212296,0.213702948,-2.1686,-2.593,-2.8456,-3.224,-3.622,0,0,-2.61072,-2.02602,-1.76848,-1.60238,-1.7793,-2.09143,-2.39579,-2.53639,-3.33392,-3.89445,16.1587,2,0,0
559709,26,0,1,-0.90762,4.89787,1129.257,0.282399,0.28188007,-2.0076,-2.4321,-2.6846,-3.063,-3.461,0,0,-2.46165,-2.70802,-2.99084,-2.91779,-2.99286,-3.2558,-3.53363,-3.66736,-4.43555,-4.98946,17.3201,1,0,0
266484,0,0,1,-2.12784,0.00439,852.827,0.209328,0.210721867,-2.2838,-2.7083,-2.9609,-3.3392,-3.7373,0,0,-2.20702,-1.39843,-1.22485,-1.31625,-1.63765,-1.98519,-2.28469,-2.41758,-3.13714,-3.62425,16.0997,2,0,0
5963386,0,0,1,-1.92892,-0.40294,2882.583,0.835049,0.83592224,-2.0707,-2.4951,-2.7477,-3.126,-3.5241,0,0,-1.86958,-1.51461,-1.6489,-1.88082,-2.17084,-2.46217,-2.73652,-2.8547,-3.50161,-3.94895,17.7464,-1,0,0
16139,0,0,1,-1.93631,-0.94759,288.357,0.068397,0.0675934866,-2.0054,-2.4298,-2.6824,-3.0607,-3.4588,0,0,-2.07119,-1.92255,-1.56393,-1.32217,-1.5156,-1.84659,-2.16239,-2.30803,-3.11935,-3.66565,14.8886,1,0,0
475550,0,0,1,-1.86164,-0.98465,1058.869,0.263483,0.262765318,-2.1146,-2.539,-2.7916,-3.1699,-3.568,0,0,-2.10965,-1.55028,-1.39546,-1.46872,-1.77278,-2.11126,-2.40555,-2.53721,-3.25095,-3.74122,16.4406,-1,0,0
859159,0,0,1,-1.55135,-0.82847,1324.004,0.335635,0.335099203,-2.1732,-2.5977,-2.8502,-3.2286,-3.6267,0,0,-2.75859,-2.76806,-2.80156,-2.48814,-2.51428,-2.75786,-3.02637,-3.15527,-3.91319,-4.46826,17.5503,1,0,0
1188298,0,0,1,-2.21388,-0.78615,1501.47,0.385629,0.386054041,-2.0031,-2.4275,-2.6801,-3.0585,-3.4565,0,0,-1.66775,-1.95515,-2.15107,-2.08161,-2.18119,-2.44666,-2.72167,-2.85268,-3.61619,-4.17338,14.9995,1,0,0
4037245,0,0,1,-1.73756,-0.70291,2449.461,0.680748,0.681586551,-2.2311,-2.6555,-2.9081,-3.2864,-3.6845,0,0,-1.83609,-1.82212,-2.15542,-2.45225,-2.53968,-2.73054,-2.96196,-3.07878,-3.78574,-4.32095,16.6655,-1,0,0
109083,1058,0,1,-2.33674,-1.74904,611.329,0.148922,0.148013478,-1.7981,-2.2226,-2.4751,-2.8535,-3.2515,0,0,-1.34611,-1.75425,-1.84095,-1.6824,-1.84072,-2.15011,-2.45268,-2.59317,-3.39039,-3.95416,14.5341,1,0,0
584454,0,0,1,-2.19229,-2.11215,1150.236,0.288017,0.286791629,-2.2619,-2.6863,-2.9389,-3.3173,-3.7153,0,0,-2.64446,-1.95512,-1.72553,-1.66001,-1.87411,-2.18632,-2.4816,-2.61799,-3.37626,-3.91457,16.1229,1,0,0
4149296,0,0,1,-1.80768,-1.63496,2478.352,0.690609,0.691530131,-2.3143,-2.7388,-2.9913,-3.3697,-3.7677,0,0,-2.07794,-1.70132,-1.60494,-1.56332,-1.61169,-1.78204,-1.96932,-2.06216,-1.87099,-2.06697,15.4662,1,0,0
574670,0,0,1,-1.67171,-2.79048,1142.519,0.285931,0.285158183,-2.3063,-2.7308,-2.9833,-3.3617,-3.7597,0,0,-2.67033,-2.77031,-2.76885,-2.46977,-2.52877,-2.78847,-3.06642,-3.19964,-3.96739,-4.52731,17.3343,1,0,0
1117201,0,0,1,-1.64562,-3.41928,1474.165,0.377843,0.377799897,-1.8307,-2.2552,-2.5077,-2.8861,-3.2841,0,0,-1.8881,-1.27391,-1.5292,-1.91218,-2.15228,-2.49856,-2.77569,-2.90318,-3.67054,-4.22654,17.7333,-1,0,0
16972246,0,0,1,-2.26431,-3.02668,4657.796,1.666222,1.66742969,-2.1968,-2.6212,-2.8738,-3.2521,-3.6502,0,0,-2.61912,-2.2363,-2.24507,-2.61401,-2.7968,-2.95112,-3.1148,-3.20349,-3.76686,-4.20154,20.2637,-1,0,0
2036,1141,0,1,-1.53034,-4.341,139.814,0.033953,0.0350041044,-1.8631,-2.2875,-2.5401,-2.9185,-3.3165,0,0,-2.08438,-1.24512,-0.83213,-0.61898,-0.836955,-1.18022,-1.50156,-1.64855,-2.46739,-3.01067,13.6395,1,0,0
259315,0,0,1,-2.07294,-3.92629,851.095,0.20888,0.209244756,-2.3149,-2.7393,-2.9919,-3.3702,-3.7683,0,0,-2.05563,-2.45059,-2.70877,-2.63341,-2.75718,-3.04493,-3.33553,-3.47389,-4.25837,-4.81083,15.6843,1,0,0
482783,22,0,1,-2.08567,-4.02573,1070.983,0.263466,0.264166016,-2.3161,-2.7405,-2.9931,-3.3714,-3.7695,0,0,-2.10189,-1.89385,-1.75196,-1.71718,-1.94535,-2.26475,-2.56277,-2.69948,-3.46234,-4.0012,16.3539,-1,0,0
509432,0,0,1,-2.11633,-4.23479,1089.847,0.271766,0.271646009,-2.1333,-2.5578,-2.8103,-3.1887,-3.5867,0,0,-2.1843,-1.1811,-1.03982,-1.19643,-1.55609,-1.90913,-2.20182,-2.33016,-3.01056,-3.46811,16.142,-1,0,0
685920,0,0,1,-2.11828,-3.73469,1221.027,0.307265,0.307155406,-2.3199,-2.7443,-2.9969,-3.3752,-3.7733,0,0,-2.04742,-2.02024,-2.28751,-2.31558,-2.40551,-2.67015,-2.94459,-3.07717,-3.84087,-4.39841,17.2436,-1,0,0
857089,0,0,1,-2.06038,-4.32725,1326.067,0.336208,0.336318308,-2.1157,-2.5402,-2.7927,-3.1711,-3.5691,0,0,-2.16247,-1.57432,-1.38939,-1.50546,-1.84495,-2.18948,-2.47785,-2.60409,-3.27975,-3.73667,16.1121,1,0,0
971112,0,0,1,-1.65028,1.44555,1390.658,0.354245,0.353717737,-2.2255,-2.6499,-2.9025,-3.2808,-3.6789,0,0,-1.8851,-1.72451,-1.6615,-1.725,-2.0013,-2.32729,-2.61372,-2.74309,-3.44695,-3.93686,16.3493,3,0,0
1149193,0,0,1,-2.23311,1.40631,1480.719,0.379709,0.378566306,-2.0867,-2.5111,-2.7637,-3.142,-3.5401,0,0,-2.14289,-0.553604,-0.423051,-0.615244,-0.994094,-1.35405,-1.6488,-1.77756,-2.4566,-2.91395,16.0696,-1,0,0
2318449,0,0,1,-2.25876,0.51674,1955.99,0.520712,0.52241485,-2.2605,-2.6849,-2.9375,-3.3158,-3.7139,0,0,-2.13382,-1.68077,-1.56575,-1.49222,-1.55163,-1.73843,-1.97955,-1.95545,-1.80774,-2.66054,15.6776,-1,0,0
10875,0,0,1,-2.23265,2.01327,252.358,0.059737,0.058977564,-2.2463,-2.6707,-2.9233,-3.3017,-3.6997,0,0,-1.86982,-1.31105,-0.987006,-0.810273,-1.02569,-1.36495,-1.68517,-1.83265,-2.64922,-3.20188,14.0834,3,0,0
16227,0,0,1,-1.53695,1.77656,287.27,0.068135,0.0675570214,-1.9342,-2.3587,-2.6113,-2.9896,-3.3877,0,0,-2.591,-2.28241,-1.91329,-1.67057,-1.86409,-2.19515,-2.51099,-2.65666,-3.46803,-4.01432,16.0452,1,0,0
467993,0,0,1,-2.13998,1.89261,1057.511,0.263121,0.262578342,-2.298,-2.7224,-2.975,-3.3534,-3.7514,0,0,-3.21393,-2.47637,-2.18144,-1.8992,-2.01079,-2.29457,-2.58434,-2.72054,-3.50226,-4.06398,16.7347,3,0,0
512655,0,0,1,-1.97737,2.83686,1093.554,0.272759,0.27435928,-1.7603,-2.1848,-2.4373,-2.8157,-3.2137,0,0,-1.69034,-1.62887,-1.74993,-1.72799,-1.89476,-2.19382,-2.48845,-2.62748,-3.41342,-3.97463,16.1257,-1,0,0
586287,0,0,1,-1.72692,3.07719,1149.71,0.287875,0.286543501,-1.956,-2.3804,-2.633,-3.0113,-3.4094,0,0,-1.74435,-1.95061,-2.20833,-2.15796,-2.2517,-2.52001,-2.79987,-2.93484,-3.70503,-4.2649,17.0065,3,0,0
947564,0,0,1,-2.44483,2.76567,1380.447,0.351381,0.351070165,-2.2614,-2.6859,-2.9384,-3.3168,-3.7148,0,0,-2.44626,-1.62336,-1.41572,-1.52141,-1.85597,-2.19799,-2.48565,-2.61271,-3.28628,-3.74368,16.6777,2,0,0
2478101,0,0,1,-2.00305,3.34584,2007.654,0.53677,0.53680101,-2.136,-2.5605,-2.813,-3.1914,-3.5894,0,0,-2.09631,-1.59922,-1.46044,-1.40096,-1.48756,-1.68302,-1.92129,-1.91662,-1.76803,-2.46194,15.622,1,0,0
3018,0,0,1,-2.37701,4.30268,156.212,0.036781,0.0371814877,-1.7921,-2.2166,-2.4691,-2.8475,-3.2455,0,0,-1.06813,-0.0994875,0.0752295,0.0031854,-0.32854,-0.704269,-1.03216,-1.17869,-1.97627,-2.50513,12.148,3,0,0
196245,0,0,1,-1.9387,4.05126,762.273,0.186018,0.186990579,-2.242,-2.6664,-2.919,-3.2974,-3.6954,0,0,-2.29934,-1.69126,-1.48693,-1.47504,-1.73593,-2.07371,-2.38238,-2.52282,-3.29721,-3.83364,15.6201,1,0,0
