galaxy,cluster,sftype,agntype,right_ascension,declination,distance,redshift,modified_redshift,itot_151,itot_610,itot_1400,itot_4860,itot_18000,m_hi,cos_va,itot_24mic,itot_70mic,itot_100mic,itot_160mic,itot_250mic,itot_350mic,itot_450mic,itot_500mic,itot_850mic,itot_1200mic,K_mag,RQQ_IR_class,SD_flag,dlog_L
40037451,0,0,2,4.04179,-1.56972,4443.396,1.543599,1.54047501,-1.2795,-1.7317,-2,-2.4024,-2.8286,0,0.359,-5.38368,-5.80991,-5.69632,-5.23389,-5.03098,-5.06894,-5.18858,-5.25695,-5.75443,-6.18041,18.4749,0,0,0
40039060,0,0,2,1.42216,0.31055,4435.745,1.539362,1.53843389,-2.3602,-2.4399,-2.5251,-2.7633,-3.1782,0,0.9336,-5.91342,-6.34019,-6.22418,-5.76206,-5.56034,-5.599,-5.71893,-5.78758,-6.28557,-6.71156,19.7966,0,0,0
40040568,0,0,4,-2.17832,2.37932,4439.135,1.541238,1.54004472,-1.9975,-2.3653,-2.5688,-2.8975,-3.3181,0,0.9071,-5.15415,-5.58069,-5.46575,-5.00349,-4.80125,-4.8396,-4.9594,-5.02792,-5.52568,-5.95167,17.8996,0,0,0
40041308,0,0,2,-0.411,3.03719,4439.997,1.541715,1.54034292,-1.9746,-2.4282,-2.6976,-3.1014,-3.5278,0,0.5508,-5.35691,-5.78339,-5.66872,-5.20643,-5.00405,-5.04232,-5.16209,-5.23058,-5.72828,-6.15427,18.4068,0,0,0
40052119,0,0,2,-0.88285,-4.84366,4455.16,1.550132,1.55012894,-0.9991,-1.4419,-1.7018,-2.0932,-2.5186,0,0.8714,-5.23553,-5.66079,-5.55091,-5.08802,-4.88327,-4.92016,-5.03937,-5.10731,-5.60403,-6.03,18.1082,0,0,0
40052501,0,0,2,3.73007,-4.32979,4459.095,1.552321,1.55140959,-2.1847,-2.6388,-2.9088,-3.3133,-3.7398,0,0.0477,-5.05958,-5.48465,-5.376,-4.91295,-4.70759,-4.74413,-4.86319,-4.931,-5.42746,-5.85343,17.6699,0,0,0
40053505,0,0,2,2.62202,-3.05197,4453.496,1.549206,1.54809433,-2.3609,-2.4972,-2.5982,-2.8464,-3.2623,0,0.9794,-5.38132,-5.80681,-5.69641,-5.23358,-5.02909,-5.06614,-5.1854,-5.25341,-5.75023,-6.1762,18.4724,0,0,0
40054299,0,0,2,3.10967,-2.16376,4450.289,1.547424,1.54749907,-2.2063,-2.6603,-2.9301,-3.3343,-3.7608,0,0.2471,-5.59588,-6.02163,-5.91022,-5.44752,-5.24353,-5.28086,-5.40025,-5.46837,-5.9654,-6.39137,19.0078,0,0,0
40054850,0,0,2,4.64338,-1.32942,4455.363,1.550244,1.55013302,-1.9034,-2.351,-2.6151,-3.0118,-3.4376,0,0.7555,-5.01361,-5.43886,-5.32904,-4.86614,-4.66136,-4.69824,-4.81743,-4.88537,-5.38207,-5.80804,17.5535,0,0,0
40055141,0,0,2,-4.46407,-0.9464,4450.791,1.547702,1.54558526,-1.366,-1.8208,-2.0913,-2.4965,-2.923,0,0.0607,-5.64958,-6.0753,-5.96404,-5.50132,-5.29725,-5.33454,-5.45391,-5.52201,-6.01901,-6.44498,19.1422,0,0,0
40056230,0,0,2,-1.47772,-0.01822,4440.873,1.542201,1.54079259,-0.8013,-1.1717,-1.377,-1.7073,-2.1281,0,0.946,-5.01481,-5.44123,-5.32684,-4.86451,-4.66199,-4.70018,-4.81992,-4.88838,-5.38603,-5.81201,17.5519,0,0,0
40057203,0,0,2,-4.86968,1.06233,4454.092,1.549538,1.54943273,-1.9081,-2.3485,-2.6062,-2.9948,-3.42,0,0.8289,-5.74115,-6.16659,-6.05637,-5.59352,-5.38894,-5.42593,-5.54518,-5.61316,-6.10994,-6.53592,19.3721,0,0,0
40057552,0,0,2,-2.25011,1.31859,4443.391,1.543596,1.54232422,-0.6944,-1.1483,-1.4182,-1.8224,-2.2488,0,0.1776,-4.43065,-4.85688,-4.74328,-4.28086,-4.07794,-4.11591,-4.23554,-4.30392,-4.8014,-5.22738,16.0923,0,0,0
40058180,0,0,2,-0.82878,2.19959,4440.653,1.542079,1.54010603,-1.0994,-1.5456,-1.8085,-2.2037,-2.6293,0,0.3156,-5.24997,-5.6764,-5.56194,-5.09962,-4.89714,-4.93535,-5.05509,-5.12356,-5.62122,-6.04721,18.1397,0,0,0
40058508,0,0,2,-3.48529,2.4902,4454.327,1.549668,1.55114238,-1.5415,-1.9807,-2.2375,-2.6248,-3.0499,0,0.5503,-4.89061,-5.31603,-5.20588,-4.74302,-4.53841,-4.57538,-4.69461,-4.76259,-5.25936,-5.68533,17.2459,0,0,0
40058545,0,0,2,2.20904,2.52371,4449.884,1.547199,1.54771432,-1.1276,-1.4425,-1.615,-1.9156,-2.3346,0,0.9621,-4.97855,-5.40433,-5.29278,-4.8301,-4.62617,-4.66355,-4.78295,-4.85108,-5.34813,-5.77411,17.4643,0,0,0
40070582,0,0,2,-4.65181,-4.658,4477.844,1.562791,1.56521274,-2.2189,-2.6723,-2.9416,-3.3452,-3.7716,0,0.2623,-5.35424,-5.77792,-5.67528,-5.21149,-5.00323,-5.03812,-5.1565,-5.22365,-5.71893,-6.14488,18.413,0,0,0
40070782,0,0,2,2.03435,-4.38464,4462.658,1.554306,1.55111411,-1.7333,-2.1722,-2.4288,-2.816,-3.2411,0,0.7673,-5.10962,-5.53447,-5.42694,-4.96375,-4.75784,-4.79406,-4.91299,-4.98067,-5.47691,-5.90287,17.7962,0,0,0
40072474,0,0,2,0.56443,-1.69815,4445.876,1.544974,1.54546446,-2.225,-2.6719,-2.9356,-3.3317,-3.7575,0,0.5633,-5.4761,-5.90216,-5.78935,-5.32683,-5.12352,-5.16126,-5.28081,-5.34909,-5.84641,-6.27239,18.7068,0,0,0
40072690,0,0,4,-1.47686,-1.52632,4446.78,1.545476,1.54674103,-2.192,-2.6343,-2.8981,-3.2946,-3.7202,0,0.716,-5.39224,-5.81825,-5.70572,-5.24316,-5.03972,-5.07737,-5.19689,-5.26513,-5.76239,-6.18837,18.4975,0,0,0
40072814,0,0,2,-4.84249,-1.34938,4466.99,1.556723,1.55580043,-1.5949,-2.0473,-2.3157,-2.7182,-3.1445,0,0.2947,-5.32672,-5.75126,-5.64509,-5.18173,-4.97514,-5.01098,-5.12976,-5.19728,-5.69324,-6.1192,18.3404,0,0,0
40073539,0,0,2,-2.98545,-0.47914,4450.247,1.547401,1.54576692,-1.3615,-1.8102,-2.0754,-2.4735,-2.8993,0,0.4423,-4.84672,-5.27247,-5.16104,-4.69834,-4.49436,-4.5317,-4.65109,-4.71921,-5.21624,-5.64222,17.1349,0,0,0
40074608,0,0,2,0.35757,1.09759,4444.325,1.544114,1.54305986,-2.2304,-2.6775,-2.9414,-3.3377,-3.7635,0,0.6241,-5.18999,-5.61607,-5.50278,-5.04031,-4.83725,-4.87513,-4.99474,-5.06307,-5.56049,-5.98647,17.9908,0,0,0
40087952,0,0,2,-3.0873,-4.82952,4475.034,1.561218,1.56387586,-2.0832,-2.5351,-2.8031,-3.2051,-3.6313,0,0.4911,-5.5359,-5.95983,-5.85625,-5.39257,-5.18475,-5.21988,-5.33836,-5.40561,-5.90107,-6.32702,18.8662,0,0,0
40089264,0,0,2,1.26869,-3.02815,4463.346,1.55469,1.55540064,-2.1829,-2.6371,-2.9072,-3.3119,-3.7384,0,0.3917,-5.26049,-5.6853,-5.57798,-5.11477,-4.90875,-4.94491,-5.06382,-5.13147,-5.62767,-6.05363,18.1737,0,0,0
40092558,0,0,2,1.08543,0.79775,4453.998,1.549485,1.55035909,-1.9013,-2.3534,-2.6216,-3.0238,-3.4501,0,0.4252,-5.31521,-5.74066,-5.63041,-5.16757,-4.963,-5,-5.11925,-5.18724,-5.68403,-6.11,18.3073,0,0,0
40092694,0,0,2,4.50998,0.97673,4466.65,1.556533,1.55724999,-0.9682,-1.4219,-1.6916,-2.0958,-2.5221,0,0.1247,-5.34011,-5.76467,-5.65839,-5.19504,-4.98851,-5.02438,-5.14317,-5.21071,-5.70669,-6.13265,18.3738,0,0,0
40093121,0,0,2,2.13341,1.45725,4454.848,1.549958,1.55042526,-2.231,-2.6833,-2.9516,-3.3539,-3.7802,0,0.3644,-5.47302,-5.89833,-5.78834,-5.32547,-5.12076,-5.15769,-5.2769,-5.34486,-5.8416,-6.26757,18.7019,0,0,0
40095663,0,0,2,-3.93974,4.13847,4475.854,1.561677,1.56213551,-1.9225,-2.3751,-2.6437,-3.0464,-3.4726,0,0.4168,-5.60526,-6.02912,-5.92581,-5.4621,-5.25415,-5.28921,-5.40766,-5.47488,-5.97028,-6.39624,19.0399,0,0,0
40096167,0,0,2,-1.86261,4.87202,4472.943,1.560048,1.5617019,-1.4589,-1.9126,-2.1821,-2.5861,-3.0125,0,0.7943,-4.71765,-5.14177,-5.03749,-4.57389,-4.36639,-4.4017,-4.52026,-4.58758,-5.08317,-5.50912,16.8198,0,0,0
40106935,0,0,2,1.83561,-4.97408,4477.712,1.562717,1.56193763,-2.1274,-2.5692,-2.8283,-3.2188,-3.6442,0,0.6458,-5.30632,-5.73001,-5.62732,-5.16354,-4.9553,-4.9902,-5.10858,-5.17574,-5.67103,-6.09698,18.2931,0,0,0
40107382,0,0,2,-2.00011,-4.34244,4476.441,1.562005,1.56328561,-0.9961,-1.4281,-1.6788,-2.0588,-2.4834,0,0.8715,-5.13883,-5.56264,-5.45953,-4.99579,-4.78775,-4.82276,-4.94119,-5.00838,-5.50376,-5.92971,17.874,0,0,0
40107998,0,0,2,0.44223,-3.61325,4471.313,1.559137,1.55760913,-1.9521,-2.3936,-2.6522,-3.042,-3.4673,0,0.4594,-5.22251,-5.64676,-5.54195,-5.07841,-4.87116,-4.90662,-5.02524,-5.09262,-5.58831,-6.01426,18.0814,0,0,0
40108373,0,0,2,1.50334,-3.02363,4470.027,1.558419,1.55746914,-1.9183,-2.3303,-2.565,-2.9263,-3.3496,0,0.9781,-4.89188,-5.31625,-5.211,-4.74752,-4.54047,-4.57604,-4.6947,-4.76212,-5.25789,-5.68385,17.2544,0,0,0
40108681,0,0,2,-1.0985,-2.64245,4465.737,1.556024,1.55688817,-2.2204,-2.3791,-2.4872,-2.7403,-3.1568,0,0.9719,-5.39284,-5.81747,-5.7109,-5.24759,-5.0412,-5.07715,-5.19597,-5.26354,-5.75958,-6.18554,18.5053,0,0,0
40109235,0,0,2,0.28581,-1.94978,4463.476,1.554763,1.55664899,-1.6441,-2.097,-2.366,-2.7692,-3.1955,0,0.5732,-5.22372,-5.64852,-5.54125,-5.07803,-4.87199,-4.90814,-5.02704,-5.09469,-5.59087,-6.01684,18.0818,0,0,0
40109315,0,0,2,3.95466,-1.83716,4470.919,1.558917,1.55699883,-1.3092,-1.7624,-2.0316,-2.4351,-2.8615,0,0.2409,-5.57188,-5.99616,-5.89121,-5.4277,-5.22051,-5.256,-5.37463,-5.44202,-5.93774,-6.36369,18.9547,0,0,0
40110097,0,0,2,-2.13894,-0.95878,4462.67,1.554313,1.55200585,-2.2008,-2.6548,-2.9246,-3.3289,-3.7553,0,0.2504,-4.90439,-5.32924,-5.22172,-4.75852,-4.55261,-4.58884,-4.70777,-4.77544,-5.27168,-5.69764,17.2832,0,0,0
40113353,0,0,2,-4.13261,2.89414,4476.761,1.562184,1.56450619,-2.2248,-2.6792,-2.9495,-3.3546,-3.781,0,0.4393,-5.30887,-5.73265,-5.62964,-5.16589,-4.9578,-4.99278,-5.1112,-5.17839,-5.67374,-6.09969,18.2992,0,0,0
40114538,0,0,2,-3.47722,4.55622,4483.939,1.566206,1.56554974,-1.8972,-2.349,-2.6168,-3.0185,-3.4447,0,0.8315,-5.51933,-5.94249,-5.84187,-5.37783,-5.16864,-5.203,-5.32116,-5.3881,-5.88301,-6.30896,18.8278,0,0,0
40115022,0,0,2,3.83944,4.84473,4483.689,1.566066,1.56658818,-2.1096,-2.5641,-2.8345,-3.2395,-3.6659,0,0.0558,-5.49039,-5.91357,-5.81286,-5.34884,-5.13969,-5.17406,-5.29223,-5.35918,-5.85411,-6.28005,18.7554,0,0,0
40128802,0,0,2,2.54724,-0.82227,4475.887,1.561695,1.56303199,-1.618,-2.0722,-2.3422,-2.7469,-3.1734,0,0.2238,-5.48684,-5.9107,-5.8074,-5.34368,-5.13573,-5.17079,-5.28924,-5.35646,-5.85186,-6.27781,18.7438,0,0,0
40129412,0,0,2,-3.63662,-0.40261,4480.133,1.564073,1.56341005,-1.9443,-2.3963,-2.6644,-3.0664,-3.4927,0,0.4948,-5.5248,-5.94828,-5.84639,-5.38251,-5.1739,-5.20859,-5.32689,-5.39396,-5.8891,-6.31505,18.8402,0,0,0
40129498,0,0,2,-3.62028,-0.36966,4478.724,1.563283,1.56262207,-2.0428,-2.4972,-2.7674,-3.1724,-3.5988,0,0.572,-5.35122,-5.77483,-5.67247,-5.20864,-5.00025,-5.03506,-5.15341,-5.22053,-5.71576,-6.14171,18.4057,0,0,0
40129567,0,0,2,-3.60998,-0.40838,4477.308,1.562491,1.56160629,-1.9705,-2.4246,-2.6946,-3.0991,-3.5255,0,0.7025,-4.94003,-5.36376,-5.26094,-4.79717,-4.58899,-4.62393,-4.74233,-4.8095,-5.30481,-5.73076,17.3773,0,0,0
40129710,0,0,2,-3.59381,-0.43143,4477.625,1.562668,1.56183513,-2.0583,-2.5116,-2.7809,-3.1845,-3.6109,0,0.5947,-5.32519,-5.74889,-5.64617,-5.18239,-4.97416,-5.00907,-5.12746,-5.19462,-5.68991,-6.11587,18.3403,0,0,0
40131103,0,0,2,-4.60838,0.81744,4486.3,1.567531,1.56619836,-2.287,-2.6779,-2.8971,-3.2419,-3.6642,0,0.8528,-5.31174,-5.73469,-5.63485,-5.17073,-4.96118,-4.99532,-5.1134,-5.18026,-5.67503,-6.10097,18.3097,0,0,0
40132184,0,0,2,-1.10509,1.78463,4471.263,1.559109,1.55765527,-2.1714,-2.624,-2.8925,-3.2951,-3.7214,0,0.5878,-5.74547,-6.16972,-6.06489,-5.60136,-5.39412,-5.42958,-5.5482,-5.61558,-6.11127,-6.53723,19.3888,0,0,0
40144291,0,0,2,4.2647,-4.73965,4506.017,1.578628,1.57695938,-1.4727,-1.9249,-2.1933,-2.5957,-3.022,0,0.7536,-5.015,-5.43625,-5.34296,-4.87806,-4.66551,-4.69796,-4.81536,-4.88156,-5.37514,-5.80107,17.5747,0,0,0
40144895,0,0,2,-4.23886,-4.06542,4498.364,1.574313,1.57526684,-2.2363,-2.6886,-2.9569,-3.3594,-3.7857,0,0.3994,-5.46669,-5.88857,-5.79273,-5.32813,-5.11674,-5.14984,-5.2675,-5.33396,-5.82799,-6.25393,18.7011,0,0,0
40148662,0,0,2,1.64145,0.07804,4479.503,1.56372,1.56481448,-0.2359,-0.6614,-0.9068,-1.2805,-1.7046,0,0.834,-5.92238,-6.34592,-6.24382,-5.77996,-5.57146,-5.60619,-5.72452,-5.79161,-6.28679,-6.71274,19.8339,0,0,0
40149634,0,0,2,-4.62579,1.02746,4493.165,1.571387,1.56906164,-1.956,-2.4106,-2.6812,-3.0866,-3.5131,0,0.0647,-5.72728,-6.14964,-6.05207,-5.58768,-5.37708,-5.41063,-5.52848,-5.5951,-6.08945,-6.51539,19.3509,0,0,0
40149763,0,0,2,-4.16298,1.21976,4486.417,1.567596,1.56526736,-2.0563,-2.5108,-2.7812,-3.1862,-3.6126,0,0.0832,-5.78849,-6.21144,-6.11164,-5.64751,-5.43794,-5.47207,-5.59015,-5.65701,-6.15176,-6.57771,19.5016,0,0,0
40150882,0,0,2,-4.94337,2.56947,4495.986,1.572975,1.574218,-2.4963,-2.4842,-2.5498,-2.7777,-3.1938,0,0.9879,-5.43105,-5.85319,-5.75655,-5.29205,-5.08102,-5.11433,-5.23207,-5.2986,-5.79278,-6.21872,18.6113,0,0,0
40151443,0,0,2,-1.95316,3.2322,4487.72,1.568328,1.56731155,-1.4489,-1.903,-2.173,-2.5776,-3.0041,0,0.2646,-5.1107,-5.53353,-5.43416,-4.96998,-4.76021,-4.79424,-4.91227,-4.97908,-5.47376,-5.8997,17.8076,0,0,0
40151924,0,0,2,3.48369,3.76391,4490.695,1.569999,1.56982211,-1.3036,-1.7535,-2.0197,-2.4191,-2.8452,0,0.3826,-4.98316,-5.40574,-5.30735,-4.84306,-4.63283,-4.6666,-4.78453,-4.85124,-5.34574,-5.77168,17.4897,0,0,0
40152043,0,0,2,-4.92166,3.95001,4500.29,1.575398,1.57430642,-1.9534,-2.4078,-2.6781,-3.083,-3.5094,0,0.2886,-5.06607,-5.48786,-5.39265,-4.92797,-4.71629,-4.74923,-4.86683,-4.93322,-5.42714,-5.85307,17.7004,0,0,0
40153166,0,0,2,-0.50673,4.96878,4491.149,1.570254,1.57172217,-1.9361,-2.3859,-2.6519,-3.0513,-3.4773,0,0.8778,-5.54051,-5.96305,-5.86482,-5.4005,-5.19021,-5.22394,-5.34185,-5.40854,-5.90301,-6.32895,18.8833,0,0,0
40163570,0,0,2,-1.36154,-4.07416,4495.965,1.572963,1.57171696,-1.5758,-2.0295,-2.299,-2.7029,-3.1293,0,0.2435,-4.82716,-5.2493,-5.15266,-4.68816,-4.47713,-4.51045,-4.62819,-4.69472,-5.1889,-5.61484,17.1016,0,0,0
40164512,0,0,2,1.81627,-2.65722,4488.144,1.568566,1.56619306,-2.0954,-2.5438,-2.8086,-3.2065,-3.6324,0,0.8358,-4.5342,-4.95699,-4.85776,-4.39356,-4.18373,-4.21772,-4.33574,-4.40253,-4.89719,-5.32313,16.3664,0,0,0
40164773,0,0,2,0.39828,-2.35716,4483.031,1.565697,1.56632642,-1.9058,-2.3584,-2.6269,-3.0295,-3.4558,0,0.3842,-5.00142,-5.42466,-5.32373,-4.85973,-4.65068,-4.68511,-4.80331,-4.87028,-5.36525,-5.7912,17.5327,0,0,0
40166205,0,0,2,4.00977,-0.59474,4496.174,1.57308,1.57328739,-2.485,-2.7902,-2.9581,-3.2555,-3.675,0,0.9696,-5.35568,-5.77781,-5.68124,-5.21672,-5.00567,-5.03896,-5.1567,-5.22323,-5.7174,-6.14333,18.423,0,0,0
40167227,0,0,2,1.87185,0.60041,4487.517,1.568214,1.56771524,-1.3184,-1.7431,-1.9879,-2.3609,-2.7851,0,0.846,-5.54124,-5.96409,-5.86465,-5.40048,-5.19074,-5.22479,-5.34283,-5.40964,-5.90433,-6.33028,18.8838,0,0,0
40167425,0,0,2,-2.02322,0.89497,4485.799,1.567249,1.5666911,-1.9918,-2.4378,-2.7005,-3.0955,-3.5212,0,0.8187,-5.07286,-5.49586,-5.39585,-4.93174,-4.72227,-4.75646,-4.87456,-4.94144,-5.43623,-5.86218,17.7123,0,0,0
40170048,0,0,2,-4.39775,4.04835,4509.718,1.580719,1.58134017,-2.0418,-2.4964,-2.7668,-3.1718,-3.5983,0,0.149,-5.63874,-6.05969,-5.96762,-5.50257,-5.28946,-5.3216,-5.43887,-5.50495,-5.99832,-6.42424,19.1353,0,0,0
40182026,0,0,2,0.94863,-4.11875,4502.861,1.576848,1.57658677,-0.7707,-1.2246,-1.4944,-1.8988,-2.3253,0,0.6842,-5.33206,-5.7536,-5.65926,-5.19448,-4.98241,-5.01513,-5.13264,-5.19894,-5.69271,-6.11864,18.3662,0,0,0
40182182,0,0,2,-0.07006,-3.91704,4501.738,1.576215,1.57652554,-1.9839,-2.4346,-2.7016,-3.1021,-3.5283,0,0.763,-5.60357,-6.02521,-5.9305,-5.46576,-5.25386,-5.28668,-5.40422,-5.47056,-5.9644,-6.39033,19.0446,0,0,0
40182200,0,0,2,0.09507,-4.00126,4502.076,1.576405,1.57590454,-1.9367,-2.3909,-2.6609,-3.0656,-3.4921,0,0.3952,-5.63047,-6.05208,-5.95749,-5.49274,-5.28078,-5.31357,-5.43111,-5.49743,-5.99125,-6.41718,19.112,0,0,0
40182774,0,0,2,2.75621,-3.31401,4502.135,1.576438,1.57537863,-1.9432,-2.3956,-2.664,-3.0666,-3.4929,0,0.5376,-5.25405,-5.67566,-5.58108,-5.11633,-4.90437,-4.93716,-5.05469,-5.12101,-5.61482,-6.04076,18.171,0,0,0
40183311,0,0,2,0.31028,-2.62156,4492.88,1.571227,1.57253976,-2.2272,-2.4066,-2.5218,-2.78,-3.1974,0,0.9589,-5.43265,-5.85504,-5.75738,-5.29299,-5.08244,-5.11602,-5.23387,-5.3005,-5.79487,-6.22081,18.6142,0,0,0
40187131,0,0,2,-1.66855,1.80155,4492.044,1.570757,1.56919551,-1.8162,-2.259,-2.5189,-2.9104,-3.3359,0,0.6388,-5.85618,-6.27864,-6.1807,-5.71635,-5.50592,-5.53957,-5.65746,-5.72412,-6.21854,-6.64448,19.6728,0,0,0
40188268,0,0,2,3.05431,2.77191,4500.985,1.57579,1.57724865,-1.5524,-1.9967,-2.2578,-2.651,-3.0766,0,0.5569,-5.2682,-5.68991,-5.59495,-5.13024,-4.91845,-4.95134,-5.06891,-5.13527,-5.62915,-6.05509,18.206,0,0,0
40189473,0,0,2,-0.11792,4.10316,4499.32,1.574852,1.5749697,-1.5326,-1.9663,-2.2183,-2.6001,-3.0249,0,0.7731,-4.6029,-5.02473,-4.9292,-4.46456,-4.25303,-4.28605,-4.40368,-4.4701,-4.96408,-5.39001,16.5421,0,0,0
40189709,0,0,2,-2.56183,4.40915,4510.395,1.581101,1.58155178,-1.6685,-2.1216,-2.3907,-2.7941,-3.2204,0,0.4714,-4.92624,-5.34713,-5.25528,-4.79021,-4.57699,-4.60908,-4.72633,-4.79238,-5.28571,-5.71163,17.3543,0,0,0
40200789,0,0,2,-1.57506,-3.99091,4510.601,1.581217,1.57988894,-1.89,-2.3293,-2.5862,-2.9739,-3.3992,0,0.9054,-5.26978,-5.69065,-5.59887,-5.13379,-4.92055,-4.95261,-5.06985,-5.1359,-5.62922,-6.05514,18.2132,0,0,0
40201504,0,0,2,-2.19696,-3.04168,4503.95,1.577462,1.57925652,-1.4219,-1.8596,-2.1152,-2.5013,-2.9264,0,0.9367,-5.4059,-5.82734,-5.73337,-5.26855,-5.05631,-5.08894,-5.20641,-5.27267,-5.76638,-6.19231,18.5512,0,0,0
40202885,0,0,2,-0.64219,-1.44325,4496.672,1.573361,1.57349794,-2.2652,-2.7149,-2.981,-3.3802,-3.8063,0,0.5521,-5.86641,-6.28852,-6.19211,-5.72758,-5.51644,-5.5497,-5.66742,-5.73393,-6.22807,-6.654,19.7,0,0,0
40202929,0,0,2,4.23879,-1.34197,4513.17,1.58267,1.58004093,-1.7147,-2.1688,-2.4388,-2.8432,-3.2697,0,0.6665,-5.29939,-5.72005,-5.62912,-5.16393,-4.9503,-4.98215,-5.09931,-5.16527,-5.65843,-6.08436,18.2881,0,0,0
40204484,0,0,2,-1.92671,0.64739,4501.064,1.575835,1.57499271,-1.7367,-2.1719,-2.4253,-2.8088,-3.2338,0,0.6677,-5.12304,-5.54474,-5.4498,-4.98509,-4.77329,-4.80617,-4.92374,-4.9901,-5.48398,-5.90991,17.8431,0,0,0
40205827,0,0,2,3.17649,2.12481,4508.109,1.57981,1.58071186,-1.9365,-2.3909,-2.6611,-3.0659,-3.4924,0,0.2262,-5.56456,-5.98565,-5.89304,-5.42806,-5.21519,-5.24747,-5.36479,-5.43092,-5.92438,-6.35031,18.9493,0,0,0
40205938,0,0,2,-1.75687,2.3608,4505.813,1.578513,1.57753149,-1.7865,-2.2375,-2.5047,-2.9056,-3.3318,0,0.7393,-4.99449,-5.41576,-5.3224,-4.8575,-4.64499,-4.67746,-4.79486,-4.86106,-5.35466,-5.78059,17.5233,0,0,0
40206986,0,0,2,2.21456,3.18157,4506.417,1.578854,1.57769602,-2.0125,-2.4576,-2.7197,-3.1139,-3.5396,0,0.7806,-5.4288,-5.85002,-5.75686,-5.29194,-5.07933,-5.11175,-5.22914,-5.29532,-5.78888,-6.21481,18.6093,0,0,0
40219093,0,0,2,3.40344,-2.59792,4513.116,1.58264,1.58254417,-1.9376,-2.3923,-2.6629,-3.0682,-3.4947,0,0.1733,-4.8679,-5.28856,-5.19761,-4.73243,-4.51881,-4.55066,-4.66782,-4.73378,-5.22695,-5.65287,17.2094,0,0,0
40220930,0,0,2,-4.50364,0.01509,4518.951,1.585943,1.584833,-2.2022,-2.655,-2.9238,-3.3268,-3.7531,0,0.1282,-5.40456,-5.82474,-5.73572,-5.2703,-5.05581,-5.08717,-5.20413,-5.2699,-5.76273,-6.18803,18.5531,0,0,0
40220971,0,0,2,-0.99628,0.00854,4503.017,1.576936,1.57624753,-2.445,-2.467,-2.5396,-2.7716,-3.1881,0,0.9805,-5.92,-6.34153,-6.24724,-5.78246,-5.57036,-5.60307,-5.72057,-5.78687,-6.28063,-6.70656,19.8362,0,0,0
40222209,0,0,2,-1.18128,1.51455,4506.961,1.579161,1.57746236,-0.8519,-1.3027,-1.5698,-1.9706,-2.3967,0,0.6389,-5.03634,-5.45752,-5.36453,-4.89959,-4.6869,-4.71927,-4.83664,-4.9028,-5.39633,-5.82226,17.6283,0,0,0
40224276,0,0,2,-1.83685,4.09912,4519.269,1.586123,1.58731147,-2.1549,-2.4132,-2.5592,-2.8395,-3.2587,0,0.9916,-5.64253,-6.06268,-5.97377,-5.50834,-5.29379,-5.32513,-5.44208,-5.50784,-6.00066,-6.42587,19.1481,0,0,0
40236308,0,0,2,-1.1305,-2.99438,4521.276,1.58726,1.58901664,-1.6101,-2.0646,-2.3349,-2.74,-3.1664,0,0.6098,-5.69595,-6.11594,-6.02768,-5.56218,-5.34733,-5.3785,-5.49538,-5.56108,-6.05378,-6.47848,19.2824,0,0,0
40236510,0,0,2,0.09425,-2.83679,4519.683,1.586358,1.58499011,-2.1431,-2.5958,-2.8644,-3.2673,-3.6936,0,0.2688,-5.47052,-5.89064,-5.80186,-5.33642,-5.12181,-5.15311,-5.27005,-5.3358,-5.82859,-6.25369,18.7183,0,0,0
40236706,0,0,2,-1.98172,-2.55558,4516.481,1.584544,1.58529463,-1.6998,-2.1533,-2.4226,-2.8264,-3.2528,0,0.6213,-5.05439,-5.47478,-5.38494,-4.91963,-4.7055,-4.73707,-4.85411,-4.91996,-5.41294,-5.83886,17.6768,0,0,0
40236795,0,0,2,4.17951,-2.44989,4526.486,1.590216,1.59071426,-2.1031,-2.5573,-2.8275,-3.2323,-3.6588,0,0.3258,-5.24543,-5.665,-5.57845,-5.11274,-4.89711,-4.92785,-5.04455,-5.11008,-5.60249,-6.02589,18.1579,0,0,0
40236812,0,0,2,4.17834,-2.51847,4526.575,1.590267,1.59054372,-1.7908,-2.2455,-2.5159,-2.9211,-3.3475,0,0.345,-4.90177,-5.32133,-5.23481,-4.7691,-4.55346,-4.58419,-4.70089,-4.76642,-5.25881,-5.6822,17.2988,0,0,0
40237083,0,0,2,-1.80102,-2.09868,4513.869,1.583066,1.58343016,-2.0727,-2.5268,-2.7969,-3.2015,-3.628,0,0.1825,-5.62192,-6.04253,-5.95182,-5.48661,-5.27288,-5.30467,-5.4218,-5.48774,-5.98086,-6.40678,19.0947,0,0,0
40237106,0,0,2,4.19239,-2.11145,4524.683,1.589193,1.58885426,-2.3805,-2.7717,-2.9915,-3.3371,-3.76,0,0.8858,-5.3315,-5.75121,-5.66407,-5.19844,-4.98308,-5.01396,-5.13073,-5.19632,-5.68882,-6.11268,18.3725,0,0,0
40239991,0,0,2,2.91161,0.79353,4516.197,1.584383,1.58644852,-2.2693,-2.715,-2.9773,-3.372,-3.7978,0,0.7669,-5.37672,-5.79713,-5.7072,-5.24189,-5.02781,-5.0594,-5.17645,-5.24232,-5.73531,-6.16123,18.4825,0,0,0
